BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE
Brokered by BESMATCH REAL ESTATE,Co-op for sale,69000,1,1.0,850.0,1185 Anderson Ave Apt 2E,"Bronx, NY 10452","1185 Anderson Ave Apt 2EBronx, NY 10452",New York,Bronx County,The Bronx,Highbridge,1185,"1185 Anderson Ave #2e, Bronx, NY 10452, USA",40.8366623,-73.9239586
Brokered by Corcoran West Side Gallery,Condo for sale,1995000,3,2.0,1546.0,272 W 107th St Apt 8D,"New York, NY 10025","272 W 107th St Apt 8DNew York, NY 10025",New York,New York County,New York,Manhattan,272,"272 W 107th St #8d, New York, NY 10025, USA",40.8018548,-73.9672877
Brokered by COMPASS,Co-op for sale,230000,1,1.0,620.0,255 W 108th St Apt 1F,"Manhattan, NY 10025","255 W 108th St Apt 1FManhattan, NY 10025",New York,New York County,New York,Manhattan,255,"255 W 108th St #1b, New York, NY 10025, USA",40.8028416,-73.9670229
Brokered by Crifasi Real Estate Inc,Co-op for sale,220000,1,1.0,590.0,82-35 134th St Unit 2D,"Briarwood, NY 11435","82-35 134th St Unit 2DBriarwood, NY 11435",New York,Queens County,Queens,Jamaica,82-35,"82-35 134th St #2d, Jamaica, NY 11435, USA",40.7130136,-73.8230375
Brokered by E Realty International Corp,Co-op for sale,198000,3,1.0,2184.207862,42-40 Bowne St Unit 6F,"Flushing, NY 11355","42-40 Bowne St Unit 6FFlushing, NY 11355",New York,Queens County,Queens,Flushing,42-40,"42-40 Bowne St #6f, Flushing, NY 11355, USA",40.756144,-73.8213672
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,1495000,1,2.0,2184.207862,48 Gramercy Park N Apt 1B,"Manhattan, NY 10010","48 Gramercy Park N Apt 1BManhattan, NY 10010",New York,New York County,New York,Manhattan,48,"48 Gramercy Park N #1b, New York, NY 10010, USA",40.7382884,-73.9851838
Brokered by Corcoran West Side,Co-op for sale,475000,1,1.0,615.0,520 E 90th St Apt 1L,"New York, NY 10128","520 E 90th St Apt 1LNew York, NY 10128",New York,New York County,New York,Manhattan,520,"520 E 90th St #1b, New York, NY 10128, USA",40.7779975,-73.9445342
Brokered by Rad Marketing Corp,Co-op for sale,199900,2,1.0,2184.207862,234-04 131 Ave Unit 2,"Rosedale, NY 11422","234-04 131 Ave Unit 2Rosedale, NY 11422",New York,Queens County,Queens,Rosedale,234-4,"234-4 131st Ave #2, Rosedale, NY 11422, USA",40.6779049,-73.733881
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,229000,1,1.0,2184.207862,33-05 92nd St Unit 1B,"Jackson Heights, NY 11372","33-05 92nd St Unit 1BJackson Heights, NY 11372",New York,Queens County,Queens,Jackson Heights,33-05,"33-05 92nd St #1b, Jackson Heights, NY 11372, USA",40.7562792,-73.8758052
Brokered by C J Robin's Real Estate,Condo for sale,320000,2,2.0,936.0,1860 Story Ave Unit 36C,"Bronx, NY 10473","1860 Story Ave Unit 36CBronx, NY 10473",New York,Bronx County,The Bronx,East Bronx,1860,"1860 Story Ave # 36-B, Bronx, NY 10473, USA",40.8236857,-73.8611313
Brokered by RE MAX Edge,Co-op for sale,295000,2,1.0,700.0,1275 E 5th St Apt 6A,"Brooklyn, NY 11230","1275 E 5th St Apt 6ABrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,1275,"1275 E 5th St #6a, Brooklyn, NY 11230, USA",40.6196386,-73.9707307
Brokered by Serhant,Condo for sale,285000,2,1.0,1000.0,1439 Metropolitan Ave Apt 6A,"Bronx, NY 10462","1439 Metropolitan Ave Apt 6ABronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,1439,"1439 Metropolitan Ave #6a, Bronx, NY 10462, USA",40.8362269,-73.8612346
Brokered by Voro Llc,Co-op for sale,328000,1,1.0,800.0,83-30 Vietor Ave Unit 414,"Elmhurst, NY 11373","83-30 Vietor Ave Unit 414Elmhurst, NY 11373",New York,Queens County,Queens,Flushing,8330,"8330 Vietor Ave Apartment 414, Flushing, NY 11373, USA",40.743059,-73.880983
Brokered by Corcoran Park Avenue South,Condo for sale,1100000,1,2.0,890.0,247 W 46th St Apt 1506,"New York, NY 10036","247 W 46th St Apt 1506New York, NY 10036",New York,New York County,New York,Manhattan,247,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427
Brokered by Corcoran Park Slope,Co-op for sale,849000,2,1.0,800.0,299 13th St Apt 3D,"Brooklyn, NY 11215","299 13th St Apt 3DBrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,299,"299 13th St #3d, Brooklyn, NY 11215, USA",40.6662599,-73.9870141
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,6500000,2,2.0,2184.207862,995 Fifth Ave Apt 11N,"New York, NY 10028","995 Fifth Ave Apt 11NNew York, NY 10028",New York,New York County,New York,Manhattan,995,"995 5th Ave #11b, New York, NY 10028, USA",40.778004,-73.962547
Brokered by HOULIHAN LAWRENCE - LaGrangeville,Co-op for sale,560000,3,1.0,550.0,165 W End Ave Apt 16C,"New York, NY 10023","165 W End Ave Apt 16CNew York, NY 10023",New York,New York County,New York,Manhattan,165,"165 West End Ave #16c, New York, NY 10023, USA",40.777244,-73.9868738
Brokered by Corcoran Park Avenue South,Condo for sale,1100000,1,2.0,890.0,247 W 46th St Apt 1506,"New York, NY 10036","247 W 46th St Apt 1506New York, NY 10036",New York,New York County,New York,Manhattan,247,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427
Brokered by Corcoran Park Slope,Co-op for sale,849000,2,1.0,800.0,299 13th St Apt 3D,"Brooklyn, NY 11215","299 13th St Apt 3DBrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,299,"299 13th St #3d, Brooklyn, NY 11215, USA",40.6662599,-73.9870141
Brokered by RE MAX Elite,Co-op for sale,418888,2,1.0,900.0,946 59th St Apt 4B,"Brooklyn, NY 11219","946 59th St Apt 4BBrooklyn, NY 11219",New York,Kings County,Brooklyn,Borough Park,946,"946 59th St #4b, Brooklyn, NY 11219, USA",40.6339124,-74.0058434
Brokered by Sbny Re,Co-op for sale,199000,1,1.0,2184.207862,67-38 108 St Unit D5,"Forest Hills, NY 11375","67-38 108 St Unit D5Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6738,"6738 108th St Apt D5, Forest Hills, NY 11375, USA",40.7282899,-73.8472
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,815000,3,1.0,2184.207862,310 E 46th St Apt 6S,"New York, NY 10017","310 E 46th St Apt 6SNew York, NY 10017",New York,New York County,New York,Manhattan,310,"310 E 46th St #6d, New York, NY 10017, USA",40.751918,-73.9698335
Brokered by Signature Premier Properties,Condo for sale,1025000,1,1.0,800.0,460 E 79th St Apt 9F,"New York, NY 10075","460 E 79th St Apt 9FNew York, NY 10075",New York,New York County,New York,Manhattan,460,"460 E 79th St #9f, New York, NY 10075, USA",40.7712538,-73.950858
Brokered by COMPASS,Condo for sale,1375000,1,2.0,920.0,188 E 64th St Apt 802,"Manhattan, NY 10065","188 E 64th St Apt 802Manhattan, NY 10065",New York,New York County,New York,Manhattan,188,"188 E 64th St APT 802, New York, NY 10065, USA",40.7645034,-73.9648503
Brokered by Keller Williams NYC,Condo for sale,875000,3,2.0,1437.0,105 Bennett Ave Apt 21A,"New York, NY 10033","105 Bennett Ave Apt 21ANew York, NY 10033",New York,New York County,New York,Manhattan,105,"105 Bennett Ave #21a, New York, NY 10033, USA",40.8539526,-73.9345678
"Brokered by CLAS - Classic Marketing, LLC",Co-op for sale,1465000,3,3.0,2184.207862,215 E 73rd St Unit 4A,"New York, NY 10021","215 E 73rd St Unit 4ANew York, NY 10021",New York,New York County,New York,Manhattan,215,"215 E 73rd St #4a, New York, NY 10021, USA",40.7701914,-73.9590118
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,899000,3,1.0,1100.0,529 W 42nd St Apt 2G,"New York, NY 10036","529 W 42nd St Apt 2GNew York, NY 10036",New York,New York County,New York,Manhattan,529,"529 W 42nd St #2g, New York, NY 10036, USA",40.7604194,-73.9968086
Brokered by COMPASS,Condo for sale,1100000,1,1.0,726.0,88 Greenwich St Apt 2307,"Manhattan, NY 10006","88 Greenwich St Apt 2307Manhattan, NY 10006",New York,New York County,New York,Manhattan,88,"88 Greenwich St APT 2307, New York, NY 10006, USA",40.7078844,-74.0140879
Brokered by Corcoran Chelsea/Flatiron,For sale,325000,2,1.0,2184.207862,12 W 107th St Apt 2B,"New York, NY 10025","12 W 107th St Apt 2BNew York, NY 10025",New York,New York County,New York,Manhattan,12,"12 W 107th St #2b, New York, NY 10025, USA",40.7989043,-73.9604812
Brokered by Brown Harris Stevens - 445 Park Avenue,Co-op for sale,3950000,3,3.0,2184.207862,2 Sutton Pl S Apt 19F,"Manhattan, NY 10022","2 Sutton Pl S Apt 19FManhattan, NY 10022",New York,New York County,New York,Manhattan,2,"2 Sutton Pl s, New York, NY 10022, USA",40.7573949,-73.9606545
Brokered by Corcoran Brooklyn Heights,Co-op for sale,370000,1,1.0,2184.207862,100 Remsen St Apt 3F,"Brooklyn, NY 11201","100 Remsen St Apt 3FBrooklyn, NY 11201",New York,Kings County,Brooklyn,Brooklyn Heights,100,"100 Remsen St #3f, Brooklyn, NY 11201, USA",40.6939582,-73.9943695
Brokered by Living NY - Main Office,For sale,3225,3,1.0,2184.207862,635 W 170th St Apt 2C,"New York, NY 10032","635 W 170th St Apt 2CNew York, NY 10032",New York,New York County,New York,Manhattan,635,"635 W 170th St #2c, New York, NY 10032, USA",40.8434062,-73.9407947
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,3649000,3,2.0,2184.207862,11 W 30th St Apt 11F,"New York, NY 10001","11 W 30th St Apt 11FNew York, NY 10001",New York,New York County,New York,Manhattan,11,"11 W 30th St #11f, New York, NY 10001, USA",40.7464683,-73.9872992
Brokered by Douglas Elliman - 187 Seventh Ave,Co-op for sale,259000,1,1.0,750.0,3500 Snyder Ave Apt 5N,"Brooklyn, NY 11203","3500 Snyder Ave Apt 5NBrooklyn, NY 11203",New York,Kings County,Brooklyn,Little Haiti,3500,"3500 Snyder Ave #5n, Brooklyn, NY 11203, USA",40.6491203,-73.9440658
Brokered by Brown Harris Stevens,Condo for sale,850000,2,2.0,1005.0,340 Cabrini Blvd Apt 501,"Manhattan, NY 10040","340 Cabrini Blvd Apt 501Manhattan, NY 10040",New York,New York County,New York,Manhattan,340,"340 Cabrini Blvd APT 501, New York, NY 10040, USA",40.856444,-73.9377616
Brokered by Living NY - Main Office,For sale,2494,2,1.0,2184.207862,635 W 170th St Apt 4F,"New York, NY 10032","635 W 170th St Apt 4FNew York, NY 10032",New York,New York County,New York,Manhattan,635,"635 W 170th St #4f, New York, NY 10032, USA",40.8434062,-73.9407947
Brokered by 5 Boro Realty Corp,Condo for sale,99000,1,1.0,2184.207862,1368 E 92nd St Unit 300,"Brooklyn, NY 11236","1368 E 92nd St Unit 300Brooklyn, NY 11236",New York,Kings County,Brooklyn,Canarsie,1368,"1368 E 92nd St #300, Brooklyn, NY 11236, USA",40.6372545,-73.9002674
Brokered by Douglas Elliman - 1410 Cortelyou Rd,Co-op for sale,535000,1,1.0,750.0,192 E 8th St Apt 1C,"Brooklyn, NY 11218","192 E 8th St Apt 1CBrooklyn, NY 11218",New York,Kings County,Brooklyn,Kensington,192,"192 E 8th St #1c, Brooklyn, NY 11218, USA",40.6453011,-73.9723049
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,For sale,1100000,2,2.0,2184.207862,2235 Frederick Douglass Blvd Apt 7K,"New York, NY 10027","2235 Frederick Douglass Blvd Apt 7KNew York, NY 10027",New York,New York County,New York,Manhattan,2235,"2235 Frederick Douglass Blvd #7k, New York, NY 10027, USA",40.807426,-73.9535703
Brokered by Sotheby's International Realty - Downtown Manhattan,For sale,4000000,3,2.3738608579684373,2248.0,445 Lafayette St Apt 14A,"New York, NY 10003","445 Lafayette St Apt 14ANew York, NY 10003",New York,New York County,New York,Manhattan,445,"445 Lafayette St #14a, New York, NY 10003, USA",40.7295412,-73.9913066
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1200000,3,2.0,2184.207862,955 Lexington Ave Unit 5C,"New York, NY 10021","955 Lexington Ave Unit 5CNew York, NY 10021",New York,New York County,New York,Manhattan,955,"955 Lexington Ave #5c, New York, NY 10021, USA",40.7687538,-73.9631311
Brokered by CHRISTIE'S INT.REAL ESTATE GROUP,Co-op for sale,1300000,2,2.0,2184.207862,269 W 87th St Apt 6C,"New York, NY 10024","269 W 87th St Apt 6CNew York, NY 10024",New York,New York County,New York,Manhattan,269,"269 W 87th St #6c, New York, NY 10024, USA",40.7895034,-73.9769713
"Brokered by Nest Seekers International, Westside",For sale,799000,3,1.0,585.0,240 Riverside Blvd Apt 3P,"New York, NY 10069","240 Riverside Blvd Apt 3PNew York, NY 10069",New York,New York County,New York,Manhattan,240,"240 Riverside Blvd #3b, New York, NY 10023, USA",40.7804721,-73.9871434
Brokered by Steven Corcoran Real Estate LLC - Steven Corcoran Real Estate TudorCity.com,Co-op for sale,339000,3,1.0,250.0,314 E 41st St Apt 303B,"New York, NY 10017","314 E 41st St Apt 303BNew York, NY 10017",New York,New York County,New York,Manhattan,314,"314 E 41st St Apt 303b, New York, NY 10017, USA",40.7488879,-73.9723947
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1799995,2,2.0,2184.207862,207 E 74th St Unit 8M,"New York, NY 10021","207 E 74th St Unit 8MNew York, NY 10021",New York,New York County,New York,Manhattan,207,"207 E 74th St #8b, New York, NY 10021, USA",40.7708932,-73.9586258
"Brokered by Nest Seekers International, Internationa",For sale,5999000,3,3.0,3000.0,220 Riverside Blvd Apt 24G,"New York, NY 10069","220 Riverside Blvd Apt 24GNew York, NY 10069",New York,New York County,New York,Manhattan,220,"220 Riverside Blvd #24b, New York, NY 10069, USA",40.7798567,-73.9873973
Brokered by Extell Marketing Group LLC,Condo for sale,2265000,2,2.0,1123.0,252 South St Unit 26L,"New York, NY 10002","252 South St Unit 26LNew York, NY 10002",New York,New York County,New York,Manhattan,252,"252 South St #26, New York, NY 10002, USA",40.710456,-73.991235
Brokered by EXP Realty,Co-op for sale,459000,2,1.0,950.0,142-05 Roosevelt Ave Unit 435,"Flushing, NY 11354","142-05 Roosevelt Ave Unit 435Flushing, NY 11354",New York,Queens County,Queens,Flushing,14205,"14205 Roosevelt Ave Apt 435, Flushing, NY 11354, USA",40.7607942,-73.8258766
Brokered by Douglas Elliman - 575 Madison Ave,House for sale,1295000,3,4.0,2193.0,269 W 87th St Apt 7B,"New York, NY 10024","269 W 87th St Apt 7BNew York, NY 10024",New York,New York County,New York,Manhattan,269,"269 W 87th St #7b, New York, NY 10024, USA",40.7895034,-73.9769713
Brokered by Corcoran Bedford Stuyvesant,Condo for sale,289000,1,1.0,666.0,1065 Vermont St Apt 4G,"Brooklyn, NY 11207","1065 Vermont St Apt 4GBrooklyn, NY 11207",New York,Kings County,Brooklyn,East New York,1065,"1065 Vermont St #4g, Brooklyn, NY 11207, USA",40.6541622,-73.8846778
Brokered by COMPASS,Condo for sale,699000,1,1.0,616.0,435 Tompkins Ave Unit 305,"Brooklyn, NY 11216","435 Tompkins Ave Unit 305Brooklyn, NY 11216",New York,Kings County,Brooklyn,Bedford-Stuyvesant,435,"435 Tompkins Ave #305, Brooklyn, NY 11216, USA",40.6826476,-73.9434923
Brokered by Century 21 Realty First,Land for sale,5800,3,2.3738608579684373,2184.207862,4515 Avenue N Lot 5,"Brooklyn, NY 11234","4515 Avenue N Lot 5Brooklyn, NY 11234",New York,Kings County,Brooklyn,Flatlands,4515,"4515 Avenue N #5, Brooklyn, NY 11234, USA",40.618915,-73.931211
Brokered by COMPASS,Condo for sale,1355000,2,2.0,1002.0,435 Tompkins Ave Unit 703,"Brooklyn, NY 11216","435 Tompkins Ave Unit 703Brooklyn, NY 11216",New York,Kings County,Brooklyn,Bedford-Stuyvesant,435,"435 Tompkins Ave #703, Brooklyn, NY 11216, USA",40.6826476,-73.9434923
Brokered by COMPASS,Condo for sale,1225000,2,2.0,882.0,435 Tompkins Ave Unit 602,"Brooklyn, NY 11216","435 Tompkins Ave Unit 602Brooklyn, NY 11216",New York,Kings County,Brooklyn,Bedford-Stuyvesant,435,"435 Tompkins Ave #602, Brooklyn, NY 11216, USA",40.6826476,-73.9434923
"Brokered by Island Advantage Rlty, Llc",Foreclosure,9999000,4,6.0,4531.0,960 Park Ave Units 3W & 4C,"New York, NY 10028","960 Park Ave Units 3W & 4CNew York, NY 10028",New York,New York County,New York,Manhattan,960,"960 Park Ave #3w, New York, NY 10028, USA",40.7779497,-73.959448
"Brokered by Bizzarro Agency, LLC",Co-op for sale,105000,3,1.0,656.0,2191 Bolton St Apt 5E,"Bronx, NY 10462","2191 Bolton St Apt 5EBronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,2191,"2191 Bolton St #5e, Bronx, NY 10462, USA",40.8560699,-73.8688751
Brokered by NY Home Ventures,Co-op for sale,202000,2,1.0,1453.0,18-70 211 St Unit 2A,"Bayside, NY 11360","18-70 211 St Unit 2ABayside, NY 11360",New York,Queens County,Queens,Bayside,18-70,"18-70 211th St #2a, Bayside, NY 11360, USA",40.7802813,-73.7818912
Brokered by Douglas Elliman - 237 Smith St,Co-op for sale,599000,3,1.0,1200.0,7901 4th Ave Apt F7,"Brooklyn, NY 11209","7901 4th Ave Apt F7Brooklyn, NY 11209",New York,Kings County,Brooklyn,Bay Ridge,7901,"7901 4th Ave Apt D7, Brooklyn, NY 11209, USA",40.6279352,-74.0260154
Brokered by Berkshire Hathaway HomeServices Cangiano Estates,Condo for sale,235000,2,1.0,860.0,162 Arlo Rd Unit A,"Staten Island, NY 10301","162 Arlo Rd Unit AStaten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,162,"162 Arlo Rd # A, Staten Island, NY 10301, USA",40.6192765,-74.09515
"Brokered by Robert E. Hill, Inc.",Co-op for sale,105509,1,1.0,650.0,60 Knolls Cres Apt 8F,"Bronx, NY 10463","60 Knolls Cres Apt 8FBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,60,"60 Knolls Crescent #8f, Bronx, NY 10463, USA",40.879078,-73.9175196
Brokered by Ooakb&F Inc,Co-op for sale,395995,2,1.0,1100.0,5601 Riverdale Ave Apt 2B,"Bronx, NY 10471","5601 Riverdale Ave Apt 2BBronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,5601,"5601 Riverdale Ave #2b, Bronx, NY 10471, USA",40.9048823,-73.9051113
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate,For sale,975000,1,2.0,900.0,235 E 55th St Apt 45B,"New York, NY 10022","235 E 55th St Apt 45BNew York, NY 10022",New York,New York County,New York,Manhattan,231-235,"231-235 E 55th St # 45a, New York, NY 10022, USA",40.7585686,-73.9669708
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,1649000,2,2.0,2184.207862,165 W End Ave Apt 7N,"New York, NY 10023","165 W End Ave Apt 7NNew York, NY 10023",New York,New York County,New York,Manhattan,165,"165 West End Ave #7n, New York, NY 10023, USA",40.777244,-73.9868738
Brokered by EXP Realty,Co-op for sale,365000,2,1.0,2184.207862,83-40 Austin St Unit 3E,"Kew Gardens, NY 11415","83-40 Austin St Unit 3EKew Gardens, NY 11415",New York,Queens County,Queens,Jamaica,83-40,"83-40 Austin St #3e, Jamaica, NY 11415, USA",40.7083799,-73.8290102
Brokered by Corcoran SoHo,Co-op for sale,149000,3,1.0,400.0,87 Saint Marks Pl Apt 4C,"New York, NY 10009","87 Saint Marks Pl Apt 4CNew York, NY 10009",New York,New York County,New York,Manhattan,87,"87 St Marks Pl #4c, New York, NY 10009, USA",40.7276196,-73.9848906
NoBroker,Co-op for sale,235000,3,2.0,1400.0,143-50 Hoover Ave Unit 307,"Jamaica, NY 11435","143-50 Hoover Ave Unit 307Jamaica, NY 11435",New York,Queens County,Queens,Jamaica,14350,"14350 Hoover Ave Apt 307, Jamaica, NY 11435, USA",40.7142299,-73.8152
Brokered by Douglas Elliman - 1995 Broadway,Condo for sale,7495000,4,4.0,2888.0,378 W End Ave Apt 4A,"New York, NY 10024","378 W End Ave Apt 4ANew York, NY 10024",New York,New York County,New York,Manhattan,378,"378 West End Ave #4a, New York, NY 10024, USA",40.7833319,-73.9815796
Brokered by Signature Premier Properties,Co-op for sale,275000,2,1.0,900.0,1910 Pelham Pkwy S Apt 2A,"Bronx, NY 10461","1910 Pelham Pkwy S Apt 2ABronx, NY 10461",New York,Bronx County,The Bronx,Pelham Bay,1910,"1910 Pelham Pkwy S #2a, Bronx, NY 10461, USA",40.8554764,-73.8287193
Brokered by Gateway Arms Realty Corp.,Condo for sale,189000,1,1.0,730.0,20 Cliff St Apt 5B,"Staten Island, NY 10305","20 Cliff St Apt 5BStaten Island, NY 10305",New York,Richmond County,Staten Island,Shore Acres,20,"20 Cliff St #5b, Staten Island, NY 10305, USA",40.6109595,-74.060351
"Brokered by Century 21 Amiable Realty Group II, Inc.",Co-op for sale,295000,3,1.0,2184.207862,155-23 79th St Unit 2,"Howard Beach, NY 11414","155-23 79th St Unit 2Howard Beach, NY 11414",New York,Queens County,Queens,Howard Beach,155- 23,"155- 23 79th St #2, Howard Beach, NY 11414, USA",40.6633466,-73.8542803
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,965000,3,1.0,540.0,9 Dekalb Ave Unit 54E,"Brooklyn, NY 11201","9 Dekalb Ave Unit 54EBrooklyn, NY 11201",New York,Kings County,Brooklyn,Downtown Brooklyn,9,"9 Dekalb Ave #54, Brooklyn, NY 11201, USA",40.6903851,-73.9825343
Brokered by Serhant,Condo for sale,2295000,2,2.0,1242.0,219 Hudson St Apt 4A,"New York, NY 10013","219 Hudson St Apt 4ANew York, NY 10013",New York,New York County,New York,Manhattan,219,"219 Hudson St #4a, New York, NY 10013, USA",40.7241501,-74.0080814
